DCX_YFP(-)_tp1_s.1	DCX_YFP(-)_tp1_s.2	DCX_YFP(-)_tp1_s.3	DCX_YFP(-)_tp2_s.1	DCX_YFP(-)_tp2_s.2	DCX_YFP(-)_tp2_s.3	DCX_YFP(-)_tp3_s.1	DCX_YFP(-)_tp3_s.2	DCX_YFP(-)_tp3_s.3	DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(-)_tp1_s.1	SOX2_YFP(-)_tp1_s.2	SOX2_YFP(-)_tp1_s.3	SOX2_YFP(-)_tp2_s.1	SOX2_YFP(-)_tp2_s.2	SOX2_YFP(-)_tp2_s.3	SOX2_YFP(-)_tp3_s.1	SOX2_YFP(-)_tp3_s.2	SOX2_YFP(-)_tp3_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
LMAN1	-1.087631	-0.6892056	-1.353172	-2.919662	-1.801076	-5.325761	-1.150772	-0.7832438	-0.7115668	-1.963853	-1.839156	-5.243804	-4.035456	-1.150095	-1.443284	-0.3273692	-0.224397	0.3009271	-4.646831	-1.035179	-0.8993005	-1.127732	1.038252	-1.709739	-3.322198	-4.344473	-2.471453	-0.4501819	-1.560342	-1.848053	-2.840088
NASP	4.270101	4.225389	4.354303	3.658733	3.544117	3.291251	2.659083	2.73008	3.114871	2.037534	1.776644	2.939427	2.346805	3.352315	3.501032	2.55974	3.686447	3.799757	3.91763	2.954019	3.058612	3.40851	1.087303	0.1169057	1.902478	3.884668	3.843193	3.937132	4.512526	4.275843	3.851605
FASN	5.020432	4.98197	4.877201	4.257936	4.549208	3.832297	4.041926	3.857352	4.390259	5.113541	4.527677	4.250248	3.468333	4.66177	4.808626	3.858226	3.841773	4.134311	4.034296	4.541769	4.125812	4.494524	3.986252	2.635509	4.319346	4.13732	4.376136	4.424221	5.301981	5.107021	4.969723
CCT3	3.409713	3.547134	3.591743	2.814445	3.129047	2.004305	2.97697	3.101531	3.342422	3.297857	3.181494	3.426315	2.649837	3.664972	3.89776	3.230645	3.021923	3.047234	3.496425	3.588739	3.162964	3.479307	2.861783	2.892611	2.914338	2.646821	3.083074	3.359726	3.893647	3.595172	3.441156
TUFM	2.230536	2.434675	2.405664	2.721385	2.449333	1.775453	2.908799	2.657644	2.779109	2.326582	2.094755	2.341014	2.033424	2.531437	2.774001	1.508847	2.773901	2.755994	2.615423	2.446357	2.401345	2.656838	1.839638	-0.5629417	1.717091	2.720179	2.90168	2.891687	2.803889	2.490819	2.959258
SRP9	2.263953	2.111929	2.284107	2.247193	1.991008	2.185778	1.3755	1.475692	1.595657	1.036709	1.15077	1.947128	1.477921	2.15767	2.104737	1.509689	1.594916	1.68328	1.454511	1.578073	0.937833	1.508091	1.319385	-0.2365547	1.573543	1.799912	2.197384	2.276444	2.524469	2.341453	2.049217
AARS	0.7144952	0.3582933	0.57197	-0.1672515	0.4852957	-2.279012	0.7512577	-0.3077066	0.8393231	0.3222822	0.716815	0.7359924	-0.6491928	-0.08309459	-0.3137636	-0.5579809	0.07124861	0.09827258	-0.9397541	0.6753781	-0.1259691	0.4859741	1.446259	1.028157	1.115062	-0.8994246	0.3015501	0.5296255	0.8933375	0.9095925	0.4211122
SARS	1.301089	1.233773	1.081366	0.4572998	1.115313	0.2018048	0.9539378	0.2023421	1.606016	1.588764	1.678154	1.604838	1.248586	1.661891	0.9373455	1.205561	1.086488	1.274511	0.7934366	1.43997	1.314865	1.144032	1.274605	-0.02452457	0.1855389	0.8875296	1.210898	0.8208531	1.198663	1.711708	1.349004
PSMB2	0.363562	0.5580223	0.1380772	0.6164231	0.192082	0.5513403	0.3416128	-0.05442011	0.3537459	1.135644	1.363011	1.084875	0.6779036	1.429378	0.3339638	1.979605	0.2430604	0.990749	0.856763	0.5274332	1.090581	0.6881611	2.306773	1.6882	2.719879	0.9256559	0.9332837	0.04804859	0.4955367	0.5381328	0.7411095
MCM2	3.138675	3.031841	3.050682	2.571952	2.349023	2.23305	2.372777	1.916659	2.681454	1.634679	2.074893	2.269427	2.151531	1.836665	2.557951	2.454146	2.433135	2.470521	2.394309	2.366094	2.395343	1.463695	1.829861	1.293689	1.71444	2.615231	2.659475	2.908735	3.208951	3.144165	2.901728
ACADVL	-0.3648577	0.3090348	-0.8274691	-0.9712083	-0.8331473	-4.187309	-0.7872381	-1.252455	0.5171344	-4.342907	-1.832616	-0.9386452	-2.377664	-1.949246	-1.748842	-4.988432	-1.245584	0.2351633	-1.334096	-1.543875	-4.518772	-0.3361163	-1.006541	-5.22394	-1.42557	0.4900899	-0.003527265	0.06768262	-0.8631814	0.126234	0.2379892
TMED10	1.020452	1.04863	1.035729	0.4034943	1.204405	-0.4078158	1.385257	1.173979	1.46295	-0.7571336	-1.331607	0.3769747	0.6301219	0.6184709	0.6801679	-1.386775	1.243761	1.321306	0.008535534	0.5121039	-0.5916311	1.39478	-0.8213893	-1.633237	-0.9081062	0.4855317	0.7412428	0.9982634	0.6532825	1.116873	1.560467
RBM25	-1.383095	-0.7665724	-1.020408	-1.220882	-1.114561	-3.195382	-2.420863	-3.506142	-1.510505	-3.654794	-3.786823	-1.116341	-3.688156	-1.661076	-0.771301	-3.855812	-1.270281	-0.9070985	-2.144508	-1.145446	-2.986752	-2.041634	-0.8584286	-2.826649	0.3072742	-1.662706	-1.702024	-0.1699825	0.131493	-0.2856102	-1.212405
HINT1	3.053474	2.341206	3.268535	2.236614	3.30487	2.982244	3.000605	3.265995	3.234674	3.76367	3.12568	3.241664	3.190275	2.824866	2.768182	2.876996	2.900694	3.134875	3.355551	3.398938	3.396304	3.49815	3.872464	3.362248	4.206535	3.404212	3.269802	3.243586	2.458946	3.15914	3.385831
RANBP2	-0.009364136	0.09182673	-0.1367366	-1.815637	-1.707792	-3.380186	-0.8152426	-2.611942	-0.6681819	-3.288195	-3.107655	-1.701382	-2.037567	-1.52218	-0.8669749	-2.291945	-0.657265	-0.7133405	-1.314913	-2.181926	-2.425989	-2.082705	-0.2635902	-2.628779	-3.05595	-1.334134	-0.3714805	0.3807906	-0.4492181	0.4503018	-0.2280308
SEPHS1	1.225511	0.7686265	0.5881289	-0.7328417	-0.02346447	-1.723159	-0.3055308	-0.7624886	-0.3342618	-0.2101766	-0.6795491	0.3106118	-0.8981206	0.540496	0.5285889	-0.005601957	-1.122345	-0.1367337	-0.2669158	0.5514136	-1.648259	-0.3268738	1.431401	1.295121	0.3524078	-1.906323	0.02996229	0.6473889	1.124079	0.9693306	0.229504
GMPS	2.836216	2.209863	2.541458	1.641032	2.077612	1.51471	0.3982765	0.6729265	1.766516	1.137103	0.8247405	1.538941	1.062402	1.829661	1.665936	1.14548	1.399077	2.072283	1.687102	1.333477	0.9882863	1.661982	2.146338	2.176027	1.965928	2.65528	3.294229	2.83308	2.437983	2.998809	2.882674
GDI2	3.572393	3.53336	3.561869	3.093728	3.143672	2.513555	2.916826	2.569527	3.404061	3.680735	3.645034	3.506089	2.77807	3.568657	3.679071	3.035307	3.201162	3.329504	3.527842	3.469953	3.35111	3.613463	3.597669	3.392611	3.32864	3.234105	3.271653	3.208367	3.815413	3.544826	3.633851
EMD	-0.5553069	-1.243497	0.1302303	0.1718242	-0.2816145	-1.50158	-0.619566	-1.951526	-0.4511822	-0.8124355	-1.345701	-0.9945853	-1.553709	-0.6777821	-0.08253883	-1.486952	-0.8898538	-0.9006926	-1.442666	-0.751367	-1.16188	-0.2242821	-1.514361	-2.867528	-1.495677	-1.400757	-1.874604	-0.2519531	-0.03144429	-0.3476406	-0.3747354
SERPINB9	-2.768464	-1.36363	-1.396267	-5.762346	-3.318125	-4.031991	-2.331208	-4.00026	-1.967043	-2.541077	-2.609296	-2.614666	-2.759203	-3.019867	-2.545628	-2.459375	-0.246685	-0.8231137	-1.167772	-2.182907	-2.96708	-1.919505	-0.9082491	-1.250032	-1.976791	-3.723464	-3.461937	-3.269281	-4.046134	-3.769117	-4.176699
SERPINH1	4.773396	5.149628	5.274008	5.156128	5.248435	4.748326	5.746979	6.037676	6.491335	4.839655	4.966421	5.4206	5.547197	3.5367	4.279143	4.29483	6.25501	6.42887	6.37232	5.700284	5.877594	6.130329	7.71828	7.765171	6.743912	5.445259	5.063711	5.015226	4.057516	4.353071	4.627164
ST13	2.593446	2.70064	2.692339	2.654358	2.445193	1.939723	2.040391	2.24614	2.46252	2.191236	2.103061	2.445243	2.018293	2.273251	2.450469	1.889858	2.411741	2.36921	2.172977	2.558953	1.869949	2.335048	2.401593	1.942003	0.6370921	2.100745	2.426009	2.576053	2.986309	2.684588	2.586821
DNM2	0.2493892	-0.111294	-0.1581774	-0.8184901	-0.5517669	-0.9766998	-1.767691	-0.6051362	-0.5959306	0.3929915	-0.2031937	0.5308447	-0.3598009	-0.3472866	0.3357505	-0.2701202	-0.3161378	0.3686121	0.1166818	-0.2174012	-0.7652528	0.1110527	1.103789	0.126162	0.2166904	-0.2146368	-1.198325	-1.434372	-1.363875	0.2478722	0.03731775
NUDT2	-1.244489	-1.557564	-1.309834	-1.742591	-1.203891	-4.139928	-2.65999	-2.098571	-1.430353	-1.82746	-1.553692	-1.684697	-1.452025	-1.566578	-1.30292	-1.723004	-1.992913	-1.72948	-2.060299	-0.2318275	-1.712346	-1.456169	-2.03548	-3.330163	-3.17334	-1.759636	-1.544908	-1.914937	-1.601905	-1.161753	-1.650231
CCT8	3.726536	3.573642	3.781164	3.230003	3.510325	2.923126	3.37439	3.089386	3.493129	4.03643	3.823775	3.823844	3.412325	4.266193	3.882582	3.884902	3.524428	3.670452	3.864876	3.855639	3.558987	3.801661	3.463739	2.975374	3.539999	3.41139	3.462723	3.452713	3.833965	3.918707	3.790472
CCT4	3.144547	3.113623	3.176342	2.909989	2.934518	1.957892	2.534674	2.387798	2.733112	3.18745	3.189615	3.372571	2.368462	3.60933	3.351935	3.225044	2.905605	3.174758	3.05382	3.164468	3.124085	3.437348	3.317611	1.601462	3.426175	2.763064	3.04076	2.955188	3.073121	3.278635	3.073628
ANXA11	-3.806833	-2.340067	-2.253643	-2.490496	-3.688815	-4.015002	-1.854763	-1.302686	-1.24553	-2.571868	-2.943308	-3.120119	-1.586512	-4.534878	-3.055459	-3.343735	-0.5338733	-1.670808	-2.547986	-4.558419	-3.666132	-1.373693	-3.598528	-5.424102	-4.046898	-3.99408	-4.581682	-2.559712	-3.459769	-2.613759	-4.782702
FXR1	0.06606737	0.05654415	0.2214323	-0.631777	-0.556536	-1.029777	-0.3022555	-0.1939657	-0.4701764	-0.8019882	-2.01105	-0.4849022	-0.5820913	-0.3988491	-0.3084122	-1.201777	-0.2577735	-0.2381984	-0.4745359	-0.4639785	-0.2869691	-0.1110974	-2.369571	-3.237887	-2.204146	-0.3008455	-0.266477	-0.2042581	0.4723112	-0.1809833	0.01017325
RAB5C	1.20342	1.223823	0.9093723	0.7338509	0.7835721	-1.556216	0.8547583	0.2642494	1.047683	1.236058	0.6620529	0.6961507	0.355322	0.4798466	1.188598	-2.003997	1.093511	1.119115	0.2729191	1.157258	0.384894	0.8924692	-0.03868255	-3.429538	-1.870795	0.1497967	0.5014191	0.6488123	0.9387758	0.994592	0.8317378
RAB7A	1.97051	1.999124	1.999039	1.876594	1.631008	1.236309	2.130315	2.075354	2.385162	2.418805	2.342395	2.210898	1.283047	2.082273	2.149232	1.258166	2.13806	2.215416	1.699425	2.055563	2.055689	2.235568	1.314991	-0.5289531	1.19825	0.9861789	1.424133	1.745203	2.094902	2.036072	2.040598
GALK1	-1.78374	-3.347885	-1.068078	-3.695841	-3.117009	-2.968788	-1.917398	-3.585627	-1.46018	-4.294625	-5.353958	-4.592081	-2.742698	-3.754644	-3.762393	-4.945811	-3.291476	-4.075942	-3.033601	-3.010707	-1.920545	-2.001024	-1.297266	-1.810776	-3.43384	-3.519336	-1.731109	-2.687547	-4.7013	-3.985596	-1.35499
SSR4	0.5230392	0.5603693	0.3183326	-1.785581	-1.83463	-1.583935	1.024016	-0.3637983	-0.4191505	-2.868116	-2.919154	-1.775303	-0.7939174	-0.1072478	0.4603263	-0.9219946	1.333672	0.7878947	-1.067653	-0.4969227	-1.687055	-0.4298935	-1.075571	-2.928953	-0.3769689	-1.274132	0.09456548	-1.106645	-0.003556773	0.3709592	-0.3632767
BCAP31	-1.847459	-1.400687	-0.7407575	0.04102566	-0.7762077	-2.802415	-0.6535268	-1.840289	-1.516172	-0.5740243	-0.428204	-0.08247615	-0.740274	-1.125028	-1.712121	-0.9922725	-1.806965	-1.624885	-0.4135333	-1.29129	-1.846322	-1.338473	-5.006344	-4.418259	-4.655653	-1.283072	-3.490891	-0.779705	-2.602156	-1.173135	-1.177433
PSMD7	1.134249	1.264689	1.59219	-0.5452089	1.63601	1.434956	1.214535	1.181798	1.307068	1.401259	0.7685573	1.958104	1.306125	1.802963	1.617115	-0.7105076	1.296359	1.276615	1.798725	1.67231	1.84595	1.785851	3.087021	3.416829	2.459344	1.664671	1.729895	1.445143	0.5511383	1.660128	1.789806
GPM6A	-2.045088	-3.580128	-4.354313	-1.815404	-1.565868	-2.606074	-2.303867	-2.167683	-1.995951	1.174728	0.587851	-0.2291778	-0.5317911	-2.004658	-2.294969	-2.558241	-3.078658	-2.83931	-4.388315	-0.8191727	-2.267785	-1.639782	-4.142672	-4.465341	-6.035798	-4.692282	-2.607395	-3.672583	-2.032197	-1.661101	-2.117721
HDGF	2.312527	2.407504	1.910561	1.788879	2.377822	1.651849	2.116726	1.633518	1.911619	1.071908	-0.02714451	2.656031	1.774311	2.106343	2.004839	1.757667	1.758277	1.925884	1.839127	1.506326	1.244764	1.489259	1.180195	1.146904	1.618015	1.944313	2.082996	2.113498	2.080286	2.594874	2.575757
NDUFA8	-1.369772	-1.656086	-1.946542	-2.127299	-2.413105	-3.094961	-1.235132	-1.122159	-1.549484	-1.128581	-2.646972	-2.206613	-3.178114	-0.7176708	-1.233747	-3.057419	-1.575864	-0.4876834	-1.897037	-2.627609	-3.478223	-2.508242	-3.154745	-4.056908	-2.962758	-2.084489	-0.6072019	-1.711697	-1.404822	-1.321042	-1.624787
HNRNPA3	6.004969	5.858943	6.037143	5.03023	6.272266	5.999606	5.044977	5.192524	5.691927	5.96702	5.565456	5.990944	5.287269	6.105858	5.917671	6.1257	5.412684	5.696788	5.681946	5.974602	5.947016	6.091499	5.319939	5.320767	5.602789	5.700319	6.108213	5.915038	5.181262	5.987939	6.02656
PGD	3.959973	3.86235	3.927074	3.379521	3.762478	3.20239	3.803864	3.604337	4.069492	4.0198	3.742927	3.551554	3.316719	3.559079	3.876246	3.592964	3.742815	3.892687	3.808457	3.930456	3.597717	3.830046	2.749946	1.336038	3.056878	3.775671	3.809916	3.721738	3.854018	4.04065	4.092317
HNRNPM.1	5.140464	5.278996	5.354599	4.958892	4.597742	4.460665	4.414385	4.5093	4.839563	3.970124	3.859663	4.431467	4.189072	4.842129	5.246971	4.411955	4.907096	4.967515	5.015951	4.841664	4.367045	4.924966	4.627508	4.740667	4.534284	4.841681	5.052672	5.232994	5.291829	5.194237	5.254391
KPNA2	-0.08294196	0.5090473	0.5776419	-3.174276	-4.203728	-2.795477	-1.602403	-1.365721	-0.3958372	-1.649266	-4.494237	-1.563352	-1.436515	-0.8733171	-0.4196468	-1.476221	-1.691128	-1.498628	-4.186556	-0.9043234	-1.620558	-2.201086	-2.743977	-3.090241	-2.610275	-0.1051978	-1.220715	-0.1818364	0.9088445	0.5220615	0.1495902
NCBP2	-1.230609	-1.153994	-1.41739	-3.026055	-3.346054	-3.634844	-2.590137	-3.078739	-1.578463	-5.127861	-4.613986	-1.357988	-5.440682	-0.6979746	-2.281253	-5.351434	-2.53835	-1.393264	-1.329559	-2.373008	-6.323992	-2.659261	-4.187062	-3.66339	-3.556961	-4.821331	-0.9606732	-1.501542	-1.994089	-2.018512	-0.7446477
ARHGDIA	2.215871	2.624226	2.035341	2.378323	2.560298	1.961303	2.850904	2.788204	3.214251	2.311157	2.48803	2.995727	2.666663	2.57243	2.560961	1.876616	2.608798	2.674519	2.700088	2.800175	2.633669	2.937025	-1.446791	-2.687481	0.3636419	2.187431	2.177802	2.441783	2.774032	2.602611	2.45676
HNRNPF	3.08071	2.846699	2.932045	2.566571	2.691777	2.811986	2.802973	2.698426	2.746994	1.807901	1.725797	2.314595	2.389524	2.049191	2.460358	1.989592	2.367835	2.518456	2.812553	2.141866	2.41356	2.53078	-0.208184	-2.783705	0.9543586	2.850122	2.933115	3.060565	2.958656	3.141934	3.386296
MSH6	2.278975	1.900273	1.57629	0.02770188	0.8609664	-0.826257	-1.258302	-2.538398	0.1342822	-2.886857	-2.548644	-1.060942	-2.061891	0.255222	0.4921789	-0.8615693	0.8944247	0.6907189	-0.1561746	-0.8612183	-1.74429	-0.6298065	0.6814423	-1.046964	-0.3700512	0.0450545	1.76677	1.640703	1.802911	2.282323	1.944301
HRSP12	-0.0239254	-0.5377619	-0.5370789	-1.23886	-0.5826836	-1.846167	-1.301728	-2.671575	-0.9011495	-2.580947	-3.697389	-1.767316	-2.795893	-2.032135	-0.7073576	-1.882779	-2.998073	-2.891467	-3.185278	-2.409666	-3.166132	-2.757989	-4.232478	-2.95187	-3.576642	-0.5411237	0.2060891	-0.6503564	-0.4941564	-0.3141904	0.277371
CAPZA1	2.769388	2.821444	2.607113	2.735153	2.682065	1.94466	2.469012	2.754648	2.600038	2.35955	2.606202	2.307819	2.246412	2.646503	2.833565	2.357662	2.973732	2.522356	2.85614	2.457435	2.584717	3.074516	1.350528	1.632889	1.340425	2.349673	2.353604	2.305218	2.986254	2.567494	2.745013
CRIP2	0.270943	0.3886191	0.647882	0.2682875	0.6551248	-0.7609606	0.9688733	0.7967153	0.4112356	1.044005	1.097214	1.948238	1.156432	1.188618	1.222922	0.338483	-2.069613	-0.7949303	-0.6128937	0.7807382	0.04301025	0.7057482	-0.07160773	-1.593945	0.888072	0.206512	0.2549774	1.118527	1.505006	0.8947732	1.085334
BLVRA	-1.021377	-1.396229	-0.820581	-1.645959	-1.078158	-2.639603	-1.427871	-0.8799894	0.2177711	-0.4012364	-2.978579	-2.261824	-1.212727	-1.795924	-0.9128182	-2.765746	-0.4717954	-0.3292461	-0.4810942	-0.808148	-0.06672248	-1.29435	0.445489	-4.676774	1.045883	-1.751464	-0.7549032	-0.9533758	-1.076447	0.01800225	-0.3672009
SLC25A1	-0.3234466	-1.070616	-0.5215174	-1.741948	-1.018543	-1.806999	-0.5444747	-2.163539	-1.264369	-0.4059001	-1.525114	-1.900219	-1.845201	-1.437741	-1.092886	-2.018096	-0.5324811	-0.6019514	-0.8808234	-0.98822	-1.635676	-1.160766	1.439615	-0.5700987	0.6041346	-1.927504	-0.9542063	-1.018156	-0.560003	-0.2801803	-1.029758
ACLY	1.482296	0.9633677	1.158253	0.7611449	0.6542009	0.1323372	0.9321544	0.4358986	1.228081	0.8072003	0.8815707	0.8328242	0.2812895	1.944682	1.527913	0.7031805	1.229296	1.241659	1.459416	1.166526	0.9101852	1.027707	2.801349	2.310736	2.58837	-0.1414724	1.049753	0.8758647	1.097985	1.750367	0.5372363
SUCLG1	-1.500353	-1.913755	-2.046062	-2.026289	-1.393811	-3.142264	-1.745925	-1.261599	-1.294495	-2.127507	-2.507479	-2.766603	-3.066726	-1.904505	-1.676798	-2.767231	-1.511254	-0.8947752	-1.288141	-2.535339	-2.504506	-1.075162	-2.346827	-3.871278	-3.762138	-1.567566	-0.8369266	-0.8116292	-1.245592	-2.083144	-1.388312
MVD	-1.206237	-0.9187613	-2.459975	-1.226007	-1.052564	-1.759617	-1.730382	-2.777421	-0.8911674	-0.7202535	-0.8697039	-1.76817	-2.140108	-1.192227	-0.936334	-1.366382	-1.740304	-1.051196	-1.458394	-0.9617762	-1.264022	-0.5541676	-3.364328	-5.079524	-1.948532	-1.855748	-3.745284	-1.369104	-1.321335	-0.8209095	-1.399858
COPB1	1.558396	1.46726	1.512268	0.005586646	1.265031	-2.594546	1.577583	1.658547	1.72256	0.3339216	0.2667788	1.092832	0.8960865	1.091193	1.463706	0.2393722	1.234168	1.901821	1.047385	0.9575917	0.3776875	1.193802	0.06661535	-2.221641	-0.006503316	0.1029422	1.187503	0.6916853	1.100268	1.516843	1.522098
COPA	1.727585	1.671735	1.287048	0.7278668	0.5245107	-1.480314	1.262729	1.374524	1.903034	0.0681304	0.4672769	1.121751	0.09031786	1.351407	1.399178	0.8433318	1.203243	1.202849	0.6721596	0.500748	0.01627968	0.9979884	2.363468	2.021483	1.511761	-1.137145	-0.02152609	0.2740115	1.115121	1.169467	1.006823
CTSC	-0.4558095	-0.824182	0.02645279	-0.1024136	-0.7047534	-0.6847961	1.196582	0.4846437	1.856797	-0.4426607	-0.5304008	-0.5467253	0.5236453	-3.364744	-2.418912	-2.957156	2.003011	1.910945	1.447534	1.090719	-0.6487984	0.2284582	0.9844315	-0.258307	0.1944771	0.1156004	1.086931	0.7754799	0.4559177	1.003741	0.4722328
SUB1	1.626394	0.05241711	0.6701486	-1.795957	1.075164	-3.97525	1.212177	0.8541483	1.906235	1.573179	1.156143	1.814302	1.819856	1.83417	-0.6458449	1.770185	1.11646	2.09447	1.567374	0.555661	0.08511631	1.142771	-0.5757563	-1.001233	-4.303472	-0.0634957	1.837743	0.562513	-0.7314502	1.795839	1.267015
RARS	1.124774	1.065195	0.7109789	0.0566678	0.9979331	0.6655632	2.047023	2.119516	1.199794	0.8634504	0.004821453	0.8363011	2.46332	0.4986286	0.5696287	0.2039721	1.659169	1.243287	0.7902198	1.245963	0.7683251	0.6420386	0.971966	0.2994823	1.481126	0.6267068	0.3214533	0.893082	0.5780193	0.9136237	0.5994667
YARS	0.9243728	1.035393	0.8537792	-0.3247965	-0.1014732	-1.229132	0.5893117	0.02159544	0.03778747	-0.2038297	-0.2340045	-0.0294501	-0.2462263	-0.2384839	0.6296313	-0.6917535	0.6218001	-0.05549274	0.08400533	0.7061499	0.068627	0.1822877	-2.766261	-2.389138	-2.367912	-0.0290438	0.428421	1.131655	0.9647123	0.7341743	0.6717253
BCAT1	0.3884224	-1.351389	-0.9655125	-2.622618	-3.518374	-2.268378	-3.952623	-3.006511	-3.875496	-2.150035	-3.323399	-2.998344	-2.799431	-0.07844098	-1.574431	-0.4364277	-2.648439	-1.693438	-0.6340727	-2.866103	-4.042041	-1.738877	-1.613672	-3.057305	-5.878243	-2.756133	0.8946096	-1.282822	-0.6854945	0.02252027	-0.9562334
RAD23A	-1.667392	-1.247852	-1.174966	-2.436397	-2.332245	-2.841334	-1.11548	-2.32217	-0.7457467	-3.602799	-3.913902	-3.262968	-2.173361	-1.425979	-1.399751	-3.5282	-2.273437	-1.266003	-3.089213	-0.9163561	-2.499319	-2.817209	-2.681261	-5.973379	-3.574518	-3.130695	-1.349547	-1.855108	-1.314252	-0.9324397	-1.267716
RAD23B	1.715339	1.625643	1.663963	0.7048075	1.628666	0.8169835	1.612593	1.246823	1.54716	0.828536	1.274967	1.084226	0.7064766	1.653647	1.863532	1.247096	1.6441	1.517351	1.617875	1.445498	1.180117	1.691433	0.7672465	-0.5050023	1.092025	1.745879	1.798355	1.902978	1.772981	1.843802	1.836074
ALDH18A1	1.147103	1.567998	0.7485737	-0.1408699	0.5459755	-2.902369	0.9574151	-0.3630855	0.8889568	-1.744669	-1.173354	-0.2138421	-0.251774	-0.2180572	0.3033431	-0.9382302	1.053735	1.139224	-0.6964274	0.3996365	-0.8555753	-0.3684713	1.283419	-1.625697	1.00509	1.676332	1.780396	1.707492	1.510829	1.602972	1.669948
NAPA	0.2742055	0.5164288	0.4285293	-0.1652792	0.05403925	-2.816415	0.1479326	-0.1413378	-0.1364061	0.4976406	-0.1525235	-0.06901406	0.1940809	0.8666186	0.4483984	0.5289172	-0.4357635	-1.049093	0.02313566	0.2885851	-0.4125056	-0.262125	0.1952707	-1.976729	0.4892545	0.1797969	0.7497694	0.6564805	-0.07367442	0.7951566	0.3909504
EIF5	-0.2514713	-0.4493739	-0.1625328	-0.4118918	-0.823289	-0.5973422	-2.971179	-3.816098	-1.478624	-0.3435282	-0.737644	-0.2092525	-1.691896	-0.06157874	-0.2435424	-0.6872328	-1.195136	-0.9733949	-0.3111485	0.2711254	-0.1042424	0.1567922	-0.05392391	-0.3047018	-0.285446	-0.05103246	0.2560714	0.4995894	0.9675726	0.6835761	0.4088069
PSMD4	1.431524	1.637604	1.708726	1.03928	1.388727	0.4184577	0.5461997	0.5705716	1.062437	0.7291066	0.5085358	1.41928	0.0503056	1.366062	1.858472	0.6590037	0.9506751	1.020518	0.8737774	1.415737	1.023733	1.276188	-1.767621	-3.743022	-0.2011095	0.5868661	1.299763	1.630663	1.539738	1.505922	1.445794
CSE1L	2.370954	2.745908	5.20968	1.254492	2.017097	0.3363315	1.438592	1.012177	1.998463	-0.1326009	-1.231407	0.6152983	0.3936783	4.592971	2.387428	-0.4689111	2.041125	2.177136	1.566005	1.711551	0.7444935	1.664707	-1.408934	7.447811	1.071112	0.8851286	4.200389	2.255405	2.529765	5.031898	2.206339
VCP	4.4288	4.445295	4.550576	3.959342	4.309499	3.6652	4.062287	4.162374	4.424543	4.318325	4.47935	4.258563	3.846936	4.435795	4.394438	4.416205	4.303207	4.486988	4.609465	4.467972	4.137317	4.443893	4.227515	4.581501	3.745483	4.330944	4.562692	4.421079	4.354652	4.414122	4.526505
MFAP1	-1.06791	-1.408018	-1.102886	-1.580265	-1.638167	-1.795033	-2.4508	-2.416288	-2.091295	-2.794395	-5.311426	-3.782457	-1.190748	-2.545751	-1.443977	-4.322309	-1.984368	-1.343764	-2.227464	-1.618398	-3.287499	-1.740322	-3.943336	-5.631335	-3.422873	-1.008671	-0.8768357	-0.8814595	-1.230888	-1.439452	-1.048297
HADHB	-0.2301451	0.1706784	-0.4526215	-0.322871	0.1611146	-2.254965	1.463763	1.133947	1.309115	0.05031019	0.2123382	0.6477903	0.9303064	-0.34191	-1.207613	0.03206963	0.972419	1.414148	0.7411908	0.3097281	0.6719329	0.3964042	2.174551	2.732179	0.7620366	-2.274382	0.9925712	0.4219087	0.06746595	-0.05199119	0.6818983
CASP6	-2.427167	-3.343225	-2.4677	-4.725689	-3.476418	-5.251747	-4.168798	-3.479186	-2.857363	-4.601159	-3.31615	-3.931349	-5.64438	-2.975374	-3.970534	-4.619936	-2.320968	-3.145176	-2.570387	-1.720467	-3.45686	-1.96294	-1.077889	-2.457759	-3.156823	-1.90714	-2.432922	-2.021566	-3.451535	-3.671713	-2.213366
ADAR	0.6324459	0.4487482	0.1359391	-0.1012605	-0.7113057	-0.841641	-1.791362	-1.908183	-0.01146182	-0.6707166	-1.413597	-1.269998	-1.295035	-0.03049667	0.5198386	-0.5189816	0.6099131	0.09443942	-0.003887832	-0.08041151	-0.7282488	-0.2368785	0.6025084	-0.2209456	0.605176	-0.895507	-0.5321731	0.1230628	-0.935488	0.600931	0.5282897
HNRNPH2	-0.2900786	-0.2417907	-0.3788494	-0.5139066	-1.120337	-1.050468	-0.8671176	-0.1113007	-1.033031	-0.9270576	-1.912802	-2.037451	-0.6899073	-0.2104269	-0.07287526	-2.101571	-0.6931816	-1.074705	-2.510433	-1.562157	-1.410026	-0.734368	-0.4278978	-5.869428	-1.435742	-0.2992162	0.09985381	0.5621581	0.3145385	0.3164414	0.8007482
