DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
HNRNPK	5.874827	5.802993	5.885054	5.525208	6.418764	6.291842	6.045358	6.106109	6.135005	6.136463	6.162628	6.332238	6.450578
YWHAG	4.258451	4.031692	3.046489	2.732587	4.186069	3.891327	3.856284	2.09182	2.78497	2.438424	2.91788	2.9096	2.690479
RPS7	3.248543	3.17599	3.720058	3.710682	3.701725	3.323426	3.786247	3.405335	3.484597	3.57791	3.324813	3.795221	3.887645
PPP1CA	-0.4147536	-1.098832	0.06517727	-0.08501578	0.4367819	0.6515089	-0.5979888	0.5802152	0.5830799	0.6504502	0.8101605	0.8564148	0.1820564
PPP1CB	2.486879	2.504476	2.570079	1.800654	2.825772	2.704716	2.211391	2.491695	2.951504	2.865541	2.960618	3.007916	2.950771
PSMC1	-1.694662	-0.3295857	0.4853826	-0.1158516	0.6861993	0.5414962	0.2878585	-0.4464869	-0.08994748	0.5456543	0.5990794	0.7387208	0.7794816
PSMC5	1.028741	1.086884	1.781482	1.347385	1.50114	1.028946	1.361286	1.564387	1.785474	1.728035	1.316941	1.725402	2.132108
RPS8	3.06476	2.682397	3.414853	3.333989	3.168874	3.318541	3.123841	3.271279	3.59958	3.250721	3.359675	3.32034	3.337834
RPS15A	2.428617	2.07696	2.446669	2.168421	2.366089	2.684662	2.094012	2.361709	2.505845	2.119339	2.475697	2.899765	2.768017
RPS16	0.9510972	1.280816	1.574887	1.559382	1.191947	1.615191	1.41787	1.378867	1.419351	1.560491	1.695461	1.417035	1.620764
YWHAE	5.878394	5.723119	5.506604	5.047211	5.695138	5.873644	5.402275	5.608593	5.427315	5.642454	5.865296	5.845207	5.882295
RPS23	0.7301302	0.7252045	0.3916612	0.9820034	1.053692	0.7477441	1.91079	0.522632	0.7606333	0.72328	0.6201838	0.3561792	0.5411999
RPS18	2.569014	2.371231	2.814491	2.363905	2.684917	2.691545	2.781003	1.812413	2.031961	2.20312	2.335669	2.421352	2.064419
RPS13	2.192577	1.639193	2.407217	2.573854	2.288599	2.79932	2.429369	1.851067	1.768347	2.521242	2.573636	2.565853	2.446712
RPS11	1.020236	0.4777995	2.137253	2.180854	1.039288	2.163157	-0.1486105	1.084845	0.1912194	2.35525	1.865028	0.9257695	1.757373
SNRPE	0.5969679	0.5576456	0.7424121	1.486318	1.467661	1.361925	1.80509	1.212205	1.927774	1.77024	1.918968	1.672875	2.165106
SNRPF	-2.192673	-2.289487	-1.895249	-2.09108	-1.428433	-0.3657181	-1.642128	-1.098576	-0.271597	-1.115833	0.2149916	-0.005409081	-0.6983148
LSM3	-1.56843	-3.354617	-0.7420337	-0.4916283	-0.4897001	-0.3867194	-1.683323	0.1433709	-1.362547	-0.6073251	0.288829	0.1192541	0.08047214
LSM6	-4.037231	-4.113462	-3.222402	-3.528461	-4.215037	-1.304789	-3.413303	-0.706175	-0.9295037	-1.192751	-0.09920181	-0.01889485	-0.8660311
SNRPD1	-2.149645	0.09156941	-1.466753	0.6227668	0.7672427	0.8022896	0.7010437	1.51438	1.269591	0.8717085	0.8217709	0.7004265	0.9269589
SNRPD2	1.174869	1.50818	2.093667	2.193299	2.207041	2.776439	2.450032	2.853495	2.302681	2.622147	2.598075	2.440546	2.593178
SNRPD3	2.360799	2.153422	2.493589	2.610262	2.784275	3.168853	2.618931	2.911106	2.622024	3.04799	2.89651	2.929484	3.019866
TMSB4X	3.644811	5.150257	4.626945	4.846107	4.871228	5.012601	4.460607	4.280365	4.160269	4.301843	5.121912	4.893059	4.30042
RPL7A	1.264552	0.3547388	0.7994386	2.118518	0.6988508	1.677472	0.7940814	1.261197	1.006417	1.000698	0.9191924	0.5233573	0.8376751
POLR2G	-3.164885	-3.166424	-2.349892	-2.663908	-2.562193	-3.156137	-1.903886	-2.401518	-2.871174	-2.293187	-3.436447	-2.628431	-2.36962
ETF1	-0.5734894	0.02035161	0.2680679	-0.7157143	-0.02848141	0.3915061	-0.4690042	-0.4464585	0.3606188	0.303534	1.007274	0.5109219	0.4605898
CNBP	-0.6993105	-4.068731	-0.7960115	-1.012143	0.1958422	0.8907284	-4.056101	-1.351454	0.5936467	1.291461	1.86872	1.103239	0.6761183
RPS4X	1.403459	0.9733217	0.9645176	1.882315	1.292287	1.250512	0.7944804	1.017541	1.094796	2.013405	1.661632	1.296104	1.215957
ACTA2	-2.517692	-1.727117	-2.503213	-1.40101	-4.207023	-3.510524	-4.031366	-3.211437	-5.247313	-3.23366	-4.413168	-2.368733	-3.574929
RPS6	0.1937595	0.3589881	1.171185	0.6835659	0.8102176	0.7298963	1.461977	-0.4244435	-0.4339135	0.2577972	0.06244408	0.2531776	0.05720685
HIST1H4A	9.50226	9.581506	8.710423	8.473245	9.479979	8.97949	9.53018	9.30686	7.769327	9.010895	8.336388	8.561129	8.876898
RAB1A	2.750407	2.495035	2.540295	2.169904	2.224991	2.663386	2.236053	1.73169	1.538776	2.253343	2.337032	2.637441	2.378808
RAN	4.627297	4.584888	4.62604	3.983693	4.887725	5.028187	4.638885	4.295159	4.840691	4.82725	4.96928	5.081309	4.952766
RPL23	0.4343682	0.4453014	-0.562314	0.9270202	0.6584597	0.5668589	0.3955856	0.3242888	-0.3515257	0.8790785	0.3877717	0.2948796	0.6580869
RPS25	1.422468	1.041474	1.581184	1.597913	1.55267	2.09936	1.387129	1.337452	1.064933	1.526044	1.691595	1.628025	1.720464
RPS26	1.352381	1.577471	1.813734	1.828181	1.643787	1.490258	1.965027	0.8008969	1.350568	0.9036425	0.9792624	1.674401	1.655673
RPS28	1.516975	0.9049459	1.752548	1.907137	1.729308	1.326635	1.404823	1.748551	1.755013	1.437495	1.826035	2.005785	1.944272
GNB1	5.149482	4.802595	3.57632	2.927302	3.710361	3.372067	3.741881	2.754921	2.767597	2.706778	2.935981	3.078488	2.939001
RBX1	-1.339825	-2.435463	-2.022007	-2.447052	-1.566801	-1.327017	-1.65066	-2.729186	-2.029696	-2.183665	-1.11432	-1.010043	-1.618787
GNB2	3.124299	3.181372	1.544196	1.63826	1.030028	1.640039	1.626769	2.000412	1.631659	1.789306	1.761032	1.625401	1.657677
RPL39P5	-0.3731355	-0.3581059	-0.0119301	-0.3325402	0.06681343	0.2336912	-0.08241074	-1.015523	-0.7726183	-0.7259473	-0.06993795	-0.102123	-0.7524576
RPL31	1.44811	2.887119	1.890646	2.300117	1.8899	2.536009	1.740618	2.086684	1.500905	2.714059	1.734642	1.381071	2.312468
RPL10A	1.476588	1.135845	0.7127366	1.753815	0.5964903	0.9555199	0.4691764	0.7799978	-0.05836156	0.5068182	-0.2910697	-0.031174	0.1008514
RPL11	1.741684	1.994826	2.082753	2.255448	2.265115	1.956529	1.929044	1.93726	2.042529	1.733711	1.816199	2.218484	1.650833
PPIA	7.189345	7.279572	6.957045	6.30864	6.873678	6.488358	6.819429	6.706797	6.46153	6.119788	6.700436	6.596478	6.557649
FKBP1A	0.590995	1.535295	0.3669737	0.4511186	1.170026	0.2336207	1.878484	-2.045438	-0.5636845	-0.2781729	-0.00128293	0.6054407	-0.4469787
RPS27A	6.23817	6.807895	5.97406	5.439776	6.334937	5.940231	6.5792	5.79291	5.088559	5.225329	5.066511	5.271344	5.301779
GRB2	-2.240511	-0.8471746	-0.5991236	-1.207301	0.006595477	-0.4031779	-1.037346	-0.886297	-1.297866	-0.9278704	-0.3341393	-0.8952529	-1.149808
TRA2B	2.532454	2.121181	3.171052	2.964582	3.552107	3.456217	3.049735	3.807057	3.429813	3.604939	3.318131	3.774819	3.624621
RAC1	0.4032608	0.5295935	-0.8819048	-0.0675903	-1.124445	-0.008048035	-0.7732716	-0.4335667	-1.05479	0.2025182	0.08611573	0.0342593	-0.1433009
AP2B1	0.5723646	-0.07904691	0.2921339	-0.3993021	0.6389492	0.7558802	-0.4125314	-0.4233957	0.9584232	0.3809341	-0.5840917	0.6179805	-0.07311248
GNAS	1.635691	1.215846	-0.2372381	-1.17326	-0.07384292	0.4260649	-0.3221222	-0.5569263	-0.4967215	-0.2837177	0.08588526	-0.3177792	0.5509496
YWHAZ	5.462366	5.498501	4.761339	4.148006	5.373487	4.950313	5.244599	4.11762	4.746131	4.467815	4.744719	4.80361	4.569581
PPP2R2A	-1.764866	-3.728088	-0.7963835	-1.395494	-1.913292	0.03170753	-1.785645	-1.05137	-0.876298	-0.0675045	-0.312407	-0.239852	-0.6660506
DYNLL1	2.665486	3.201203	2.89027	2.481189	3.044884	2.932194	3.167687	2.658353	3.052598	2.764739	2.881876	3.003594	2.56024
DYNLT1	-0.7872731	-1.018503	-0.566128	-2.05331	0.2383177	-1.864943	-4.679293	-3.238118	-1.448242	-2.254023	-1.729137	-0.4502999	-0.8777108
RPS21	1.18376	0.8271328	1.841453	2.304119	1.813435	1.74386	1.850092	2.225411	1.771369	2.095448	2.297621	2.101387	2.252115
GNB2L1	2.923158	2.672287	3.364732	2.53852	3.420493	3.594503	2.655759	2.543624	3.399197	3.635682	4.128362	3.826426	3.627572
ACTG1	10.18484	10.06376	9.346817	8.613876	9.276377	9.256157	9.130737	8.903885	8.714449	8.616205	8.921356	9.052464	8.96076
SUPT4H1	-3.604857	-3.116271	-3.472855	-5.622636	-2.293573	-2.709432	-4.462466	-2.778034	-2.918846	-2.542665	-2.898841	-3.110179	-2.744471
UBE2I	1.340349	1.580893	1.26535	1.110223	2.566025	0.5851893	2.344685	-2.351255	1.969998	-1.314844	0.6249636	-0.3918956	-0.9442388
PPP2CA	1.356764	1.998029	1.407357	1.110407	1.696977	1.793633	0.8250939	1.763061	1.54029	1.442021	1.546694	1.533013	1.0291
YBX1	0.2346267	0.4042524	0.92138	0.7208209	0.9005267	1.838465	0.1760274	-0.02812006	0.9892982	1.572987	1.864637	1.790107	1.74978
TPM4	4.150578	4.218461	4.133396	4.262963	3.421037	4.087677	3.6609	4.050606	3.698766	3.777182	3.883081	3.726213	3.892618
ACTC1	4.901468	4.72031	3.33899	3.909105	3.791784	3.73693	3.340549	2.814052	3.350215	3.64633	3.920183	4.136268	3.700881
UBE2L3	-0.4542494	0.3110018	0.4569552	-1.729961	0.5403044	-0.8984928	0.6302519	-0.7052671	1.169113	-0.3550694	-0.2232706	0.4283537	0.3329334
EEF1A1	6.99718	7.199098	7.03901	6.32458	6.653715	6.882159	6.426104	6.803081	6.565238	6.595729	7.04501	6.893549	6.925135
TUBA1B	5.114189	4.705393	4.665576	4.104256	4.145357	3.623144	4.20995	4.573898	4.815899	4.229103	4.036644	5.054335	4.600666
TUBB4B	9.807322	9.532122	8.827752	7.917845	8.779133	8.41083	8.678829	8.230997	8.015914	8.048428	8.089046	8.455423	8.429615
PAFAH1B2	1.737219	0.6515689	1.388891	1.36113	1.338249	1.872921	0.8070222	1.232831	1.279311	1.528223	1.85097	1.677171	1.580546
HIST1H3A	7.618127	7.540513	6.960337	6.859808	7.458941	7.486865	7.742314	6.909029	5.658762	6.927763	6.462002	6.662989	6.74599
CXADR	0.6731548	0.8849521	-2.042943	-1.539387	-1.709794	-2.325617	-2.72487	-3.527422	-3.232108	-3.312747	-5.276369	-1.05535	-2.291338
GTF2I	-2.21544	-0.6144322	0.5338929	0.3326029	1.324881	1.223161	0.9823941	-0.2869891	0.6821842	1.988038	2.393229	2.116082	1.727345
CCT2	4.284929	4.194592	4.211693	3.676807	4.562082	4.121346	4.203912	4.104926	4.050458	3.574051	3.704511	4.18256	4.144832
GSTO1	-2.250907	-1.962208	-2.717535	-1.370188	-2.482685	-2.737998	-4.138319	-3.17976	-2.193062	-2.204221	-2.271056	-2.462535	-2.796232
PRKDC	2.674881	3.035216	3.283354	2.062143	3.641897	4.000669	2.871916	1.840099	2.403893	4.018757	4.064906	4.102153	3.990858
BASP1	1.835389	1.738584	0.4290657	0.5942833	1.272208	2.061732	-0.5506434	-0.5938553	-0.7604692	0.8697844	1.439261	0.6268231	1.04285
SARNP	1.172169	1.374702	1.500257	1.421201	2.061199	2.402825	1.851299	1.596063	1.759977	2.093276	2.234304	2.200761	2.134518
CBX1	1.327496	1.720667	2.141957	1.943474	2.498366	2.557724	2.313565	2.800695	2.727539	2.651196	2.792386	2.285205	2.701295
ARF1	3.861541	2.272218	2.666278	3.698648	2.175094	2.90151	1.261479	2.624709	2.889246	2.731456	2.863665	3.023661	3.364476
ARF5	-1.712185	-2.782528	-1.995337	-0.9836382	-2.384211	-1.960346	-5.437921	0.2144662	-0.1905586	-0.5056334	-2.168108	-0.2331277	-0.08063203
ERH	1.375628	1.824249	2.155227	2.062659	2.692517	2.711804	2.38448	2.923052	2.622035	3.178791	2.451482	3.003462	2.984091
FOXK1	-4.415716	-1.181939	-1.913166	-3.150722	-2.785365	-0.9026293	-1.398133	-1.654009	-1.289974	-0.7248245	-0.6176295	-0.4189757	-0.500633
RBM10	-3.065312	-2.772218	-1.760674	-3.716927	-1.278042	-1.630358	-1.835433	-2.672371	-0.9601306	-0.4072826	-0.4861274	-1.329259	-0.5573003
RBM3	-1.303323	-0.7934547	0.9346759	-0.9346052	1.299192	0.5212576	2.677711	0.3572495	0.5699979	0.6553254	1.041183	-0.263505	0.3983693
TFAM	-1.651488	-2.318081	-1.235422	-1.916922	-1.19057	-1.802633	-1.76232	-2.156165	-2.545558	-1.522561	-2.402085	-2.136706	-2.035908
CDK6	-1.905168	-2.037025	-0.4646408	-1.320578	-1.686599	-1.788889	-2.293691	-1.494313	-0.6346287	-0.4399527	0.07132763	-0.2672419	-0.7801726
FKBP3	1.829375	1.602205	1.939539	1.326472	3.192495	2.364608	2.140488	0.1658295	2.071656	2.073667	2.415074	2.52758	2.030052
SORD	-0.8324352	-3.621333	-3.106061	-4.393407	0.462603	-3.390934	-4.967806	-0.3762455	-2.960838	-3.996544	-3.660832	-2.705921	-1.93434
HNRNPU	5.673845	5.146585	5.82034	5.429565	6.099008	6.272474	5.650492	5.355347	5.554694	6.159657	5.846234	6.133821	6.143213
TIAL1	-1.069659	-0.9061427	0.4022519	-1.356853	-0.1757104	0.7879041	-0.8031514	0.2885401	0.5686429	0.3583188	0.7427214	0.8632446	0.3648072
FABP5	2.680997	2.821541	3.302145	2.229262	2.342768	2.260742	2.213785	1.025686	1.778444	1.949378	3.028809	2.963916	2.542955
CAP1	-0.02223031	0.4184104	0.09038121	0.4199901	1.385983	0.9660847	0.1827797	-0.1274853	1.350307	0.8394563	1.100659	0.8776787	0.7373555
HMGCS1	3.062797	2.46685	1.948079	1.255487	3.226451	2.25597	2.557842	1.713883	2.205693	1.718651	2.73607	3.105237	2.868344
DR1	-1.493391	-1.984708	-3.51181	-3.487821	-1.18859	-2.367038	-1.96688	-2.481782	-2.723628	-2.852535	-2.287805	-1.358578	-2.20389
PFKP	1.202765	0.6549654	0.7010862	0.4675404	1.134591	0.6814002	1.42423	0.5006971	-0.64385	0.8939732	0.2626497	-0.01600653	0.70995
ALDH6A1	-2.869867	-2.31902	-1.245023	-2.165386	-2.072057	-1.768447	-3.421245	-1.410136	0.3233618	-1.466198	-1.943147	-1.427885	-1.31091
MAP2K1	-1.002603	-1.182197	-0.5769985	-0.8797711	-1.052209	-0.621219	-1.364698	-0.1375084	0.1018005	-0.6077539	-0.6951175	-0.4368523	-0.2017099
FKBP4	0.9869935	1.325667	1.069651	1.360867	2.211534	2.115093	1.846386	1.635045	2.215468	1.797154	2.492056	2.312165	2.264539
PLOD1	-2.297973	-1.29689	-1.861498	-0.04682908	-2.792244	-1.63916	-2.301022	0.4312919	0.7133936	-0.1535225	-1.856393	-0.5163306	-0.8593548
NUCB1	-0.1871769	-0.3442993	0.137094	-1.277075	0.4478074	-0.1596753	0.1796342	0.9474939	0.9204843	0.884295	0.2858694	1.124201	1.450458
RPL6	1.40672	1.394847	1.659778	1.795063	1.831387	2.068042	1.142369	1.841534	1.971834	1.749968	1.99535	1.977879	1.571469
TOP2B	1.712763	1.251696	1.227837	0.884612	2.342389	2.822439	1.868615	1.477012	0.3179191	2.174299	1.853354	1.872846	1.90035
AKAP12	-2.513974	-2.864962	-3.195608	-1.732153	-2.770099	-1.271432	-3.976377	-2.314808	-3.644594	-1.521591	-0.3795933	-1.267331	-0.8858086
LMNB2	3.181526	3.173427	3.463729	3.023321	3.963792	3.927667	3.638942	4.125228	3.832475	4.023556	3.683758	3.776021	3.956344
TLE1	-4.310618	-4.347733	-2.348245	-4.387153	-2.14475	-2.636561	-1.765125	-4.784121	-2.079582	-2.268131	-2.212793	-1.486875	-2.220068
GLO1	1.284825	1.025656	2.33267	2.614363	1.98548	2.148775	1.405521	2.992776	3.209978	2.680418	2.353822	3.243662	3.124053
SSBP1	-0.9593818	-0.9787604	-0.8476103	-1.127212	-1.729804	-1.980261	-0.6144302	0.9397383	-0.7137772	-0.3605904	-0.897508	-0.98116	-0.4339198
YWHAH	2.164495	2.064162	1.781627	1.845335	2.10718	2.330329	1.51818	1.684794	1.312887	1.238446	2.074884	2.042964	1.625034
CSTF1	-3.375901	-3.228063	-2.808406	-2.515628	-1.725218	-1.881145	-1.742002	-1.633265	-1.034542	-1.166542	-0.8516992	-0.6696151	-2.301896
SRSF11	0.7157156	0.1196715	0.8114902	-0.6115076	1.142249	0.8466692	0.7383072	0.6390891	1.009435	1.03348	0.9767137	1.124288	1.103483
PTPN11	-3.013671	-2.205843	-1.201106	-2.7139	-1.775794	-2.617775	-3.552783	-3.845734	-1.925338	-1.710876	-1.750315	-1.029977	-2.052192
PPAT	-2.395048	-3.605786	-4.256892	-2.079767	-3.879604	-1.790565	-2.479064	-1.450167	-1.093203	-0.2467784	-0.9208187	-0.4194193	-0.7724822
GFPT1	-3.530591	-3.966685	-3.603104	-1.598957	-3.04125	-2.015434	-3.084166	-1.829168	-1.534833	-1.559096	-1.133547	-2.222241	-1.195771
PSME1	1.10982	1.245275	1.720623	1.412681	1.446411	1.144717	1.140177	0.5748955	1.680408	1.482892	1.302487	1.811833	1.643667
PRDX1	5.366045	4.916932	5.343485	4.024716	5.237561	5.091892	5.094929	4.960932	4.891379	4.430976	5.351327	5.244485	5.113151
C1QBP	-2.396852	-2.896263	-0.9718168	-1.75026	-0.5505998	0.4540667	-3.976648	0.8674831	1.047616	1.398091	1.151378	0.5730524	0.7639596
CKAP4	3.210519	3.613793	3.421817	3.861888	3.293926	3.455691	3.129025	2.935346	2.203642	3.733217	2.740165	3.068269	3.513561
KHDRBS1	0.3179774	2.106895	2.709829	1.868148	2.564648	3.283618	2.308469	2.454811	2.360433	3.039327	3.009529	2.683526	2.634244
BAX	-0.401165	-0.6726482	-0.05450255	-0.05932701	-0.433748	-0.05603623	-0.4578375	0.117413	-0.4984891	-0.02438898	0.09130115	-0.285629	-0.445296
LRP1	-1.830925	-1.250167	-1.369677	-1.205309	-1.580106	-1.422407	-3.142652	-1.097544	-3.042701	-0.8727739	-2.459942	-2.034988	-1.426499
ARHGAP1	-1.733126	-0.788121	0.2800175	-0.08446752	-1.09641	-1.327414	-2.532721	-1.232521	-0.8067792	-1.452329	-1.484606	-0.5935138	-0.9267173
DHX9	4.247855	4.118222	4.225399	3.654412	4.866735	4.291258	4.529118	3.907874	4.662949	4.343292	4.358115	4.510432	4.720871
CRYZ	-1.986505	-2.166716	-0.8058952	-1.594869	-1.217416	-0.426608	-1.73981	-0.274612	0.2727061	0.2222449	0.001770325	0.2926922	-0.268872
LGALS3BP	-4.538593	-3.906046	-2.523927	-2.66214	-3.276088	-3.538119	-3.316233	-2.220917	-0.9994806	-1.436841	-1.886187	-1.771728	-2.026275
PPID	-1.647969	-4.638162	-1.890867	-1.82804	-1.766062	-1.850183	-2.019201	-2.06872	-1.075533	-2.93499	-1.639897	-2.133203	0.5327418
SSRP1	1.589087	1.605438	2.419132	2.205321	2.386676	2.988196	2.244775	3.105906	3.19129	2.929254	3.697063	3.581855	3.498616
NSUN2	-1.78466	-3.709275	-2.705527	-2.56194	-1.895734	-2.63651	-2.653757	-2.191356	-2.218358	-0.5260848	-0.4030909	-1.334368	-1.631214
RBBP4	2.828697	3.198709	2.982388	2.620728	3.545467	3.186428	2.682272	2.93159	3.638039	3.680345	3.681692	3.424884	3.472352
NCBP1	-0.07356039	-0.744319	-1.267179	-3.545516	-0.764239	-0.9481606	-2.090086	-0.9149582	-1.362121	-1.246252	0.8544375	-1.433181	-2.332871
AHNAK	-0.7732571	0.6197408	1.86827	2.2911	-3.017795	-0.2723168	-3.468862	-2.299621	-2.606601	-0.6019266	-1.709592	-1.572821	-0.6799178
LAMTOR4	-1.21071	-1.148757	-0.8415995	-1.347024	-1.138958	-1.573061	-2.468133	-0.5284562	-1.56136	-1.548226	-1.236629	-0.8496975	-2.29389
GALNT2	-2.688394	-3.339363	-3.87403	-4.285954	-3.123732	-3.528503	-3.176887	-3.563894	-3.009612	-0.74669	-0.5309247	-1.515033	-1.528638
CPSF1	-3.438557	-3.558403	-2.405246	-3.418996	-2.731451	-1.434496	-2.708309	-0.5875921	-1.264381	-0.7109812	-0.7638701	-1.379991	-1.93127
PMPCA	-2.366321	-1.786833	-1.544939	-2.427465	-2.03061	-1.564677	-2.58292	-1.529038	-1.720514	-1.970123	-3.185982	-2.363465	-2.184183
SCRN1	2.250135	2.663536	2.359269	1.963097	1.578744	1.870225	1.435806	0.7328354	0.9446923	1.055954	1.115494	1.866002	1.404155
ASPH	-4.363036	-2.64069	-2.093528	-1.464485	-3.451733	-4.624926	-3.103496	-4.528705	-3.79593	-2.323093	-1.458802	-2.662989	-3.378376
TFCP2	-1.475858	-1.095729	-1.910296	-1.01403	-1.174969	-1.555289	-1.155714	-1.344837	-1.36159	-1.766323	-0.7179961	-2.083581	-1.602623
SF3A3	0.7468756	-0.3880104	0.8442919	0.4364676	1.06475	1.606956	1.024933	1.351677	1.70293	2.020334	1.903908	1.436342	1.4803
AIMP1	-5.058987	-2.268475	-1.048226	-1.518185	-2.132496	-0.8421702	-1.969302	-1.150715	-1.953763	-0.3660643	-0.5513846	-0.9592206	-0.5101051
ILF2	3.054885	3.014668	3.107687	2.821865	3.955846	3.6162	3.53018	3.526334	3.74176	3.546334	3.55545	3.538626	3.772795
ILF3	3.421063	2.863309	3.391567	3.158774	4.08279	4.266054	3.261798	3.479859	3.804309	4.283429	4.157401	4.012503	4.220203
TRAP1	-0.0007808171	-0.1606533	0.8061767	-0.2705978	1.084123	0.9107925	0.4170644	1.062139	1.519035	1.331702	1.329274	1.560758	1.53044
PPP1R8	-0.3274001	-0.7445107	-0.3421765	-0.4894432	-0.2838387	-0.3376588	-0.46336	-0.1234999	-0.1827272	-0.04285726	-0.1514746	-0.4201813	-0.3167374
ECH1	0.1543764	-0.09616467	0.2697999	-0.1592971	-0.3399851	0.6460345	0.1990215	1.251828	0.8311794	1.202772	0.8009703	0.7490918	1.256856
MLLT11	-6.412395	-4.699448	-1.289232	-1.927151	-1.160256	-1.796244	-0.9438776	-2.250637	-5.017088	-2.515012	-2.848491	-2.386836	-2.423615
IK	-4.630696	-5.172043	4.159314	-1.28312	-2.871766	-2.547706	-1.853364	-2.868708	-3.441342	-5.020964	-1.046563	-3.274701	-3.640673
TARDBP	1.338983	0.8174714	1.722837	0.9921439	2.114852	2.168534	1.47551	1.601683	2.48022	2.558014	2.298733	2.465267	2.347352
HNRNPA0	3.927956	3.491449	4.194415	3.921221	4.570679	4.647288	4.359101	4.472892	4.233148	4.791176	4.463037	4.38271	4.580955
AIMP2	-1.712315	-1.667273	-2.535968	-1.549918	-0.9606032	-0.7330385	-1.351136	-1.774523	-0.6463885	-0.1697877	-0.3823691	-0.2017003	-0.4300151
PRDX4	0.857528	1.115213	1.687259	1.487253	1.263981	1.523852	0.09176844	2.255471	2.643371	2.851815	2.528411	2.908722	2.653799
PAK2	1.066233	0.8667209	0.08119336	-0.9088065	0.5226738	0.4194496	-0.6565529	-1.785244	0.03685001	-0.2163605	0.7265172	0.4708353	-0.312443
CBX3	0.489916	0.118122	1.235998	1.213293	1.636187	2.069736	0.7446344	1.2614	2.262362	2.229105	2.419902	2.279085	2.072678
PSMD2	0.2736831	-0.0786418	0.7476565	-0.2957109	1.134529	1.346404	0.1927935	-0.008477129	0.826457	0.4483776	1.401875	1.322737	0.8776294
SELENBP1	-4.15379	-4.941639	0.05010144	-0.9734802	-5.269365	-3.002959	-3.560323	-1.966684	-0.4848176	-0.3874203	-1.94015	-1.812017	-1.02711
SRSF9	1.715356	0.890541	1.183619	1.219295	1.178215	1.849933	1.06718	3.056593	2.899395	2.929502	2.571515	2.701998	2.837349
SRSF5	-0.3264166	-1.896237	0.1554037	-0.1135153	0.2218391	0.4193799	-0.3959406	0.3612886	0.1099751	0.701026	0.6154753	0.112568	0.1370001
SRSF6	0.1254184	0.04027679	0.8578645	0.3791128	1.606649	2.14954	0.9175371	1.427889	1.694165	1.816265	1.86067	1.812729	1.473129
TRIM28	3.725263	3.995667	4.199414	3.621718	4.547702	4.428544	4.559118	4.114071	4.386225	4.370842	4.525451	4.651041	4.544514
G3BP1	-0.9257814	-0.7348298	1.379768	1.525786	1.432799	1.549341	0.7951297	1.868357	1.920156	1.912902	2.784266	2.502287	2.317833
PTK7	-3.030854	-3.326557	-5.373668	-3.58565	-4.697349	-5.153438	-5.40298	-4.339188	-2.368328	-2.758843	-4.585273	-1.537358	-1.89328
EIF3I	0.1088318	-0.3029846	0.6375061	0.4454474	0.9640836	0.04466801	0.660555	0.9325775	1.189652	0.5249366	0.6800787	0.9535249	0.6909099
CTBP1	0.08582336	0.585048	0.5590139	0.3779003	1.354975	1.177726	1.825898	0.3342405	1.115001	0.8080652	1.040195	1.337511	1.032996
UBE2V1	-2.010936	-1.458454	-1.914936	-0.8622857	-0.6394798	-0.7875628	-1.771554	-2.056176	-1.210583	-1.589129	-1.506853	-0.5666772	-3.533008
DYNC1I2	1.832707	1.910573	0.6314487	0.2690619	1.616269	0.7898315	1.58362	0.04263436	0.2856713	0.1700487	0.4183825	0.1893687	-0.04118373
NNT	-2.15171	-1.799751	-1.565513	-0.7879627	-2.209517	-1.184586	-2.416908	-3.382923	-4.573626	-1.276171	-2.284938	-1.049105	-2.361806
SF3B2	1.319287	1.329285	1.489172	1.624745	2.15167	2.3789	1.768914	2.089417	2.394654	2.624639	2.478947	2.353628	2.448162
PDAP1	-0.9839652	-2.466203	-1.953315	-1.193672	-0.9937533	-0.2803731	-2.171347	-3.747962	-2.531294	-0.3128148	0.3305617	-0.2270653	0.07023139
PICALM	-1.550323	-0.7337132	-1.592408	-0.5666388	-1.074619	-1.46537	-1.646535	-1.021453	-1.76028	-0.7898936	-0.9043169	-0.8121829	-0.472059
MTX1	-3.183829	-2.189078	-2.406886	-3.675454	-3.198948	-1.789618	-4.602389	-3.420154	-2.263436	-1.651474	-1.067838	-1.807241	-2.462162
